age,income,score,height,weight,category,city,education,description,comments,registration_date,last_activity,is_active,has_subscription
66,79307.79511038188,79.16999884533517,178.9258951711435,90.2725435518418,C,Phoenix,Master,This is sample text description 267 with various content,Comment 267: Some feedback about the product or service,2024-09-06,2025-06-23 01:26:47,False,False
79,56062.11332201157,54.88386567200587,151.7252564594701,83.67647984263004,D,Phoenix,Bachelor,This is sample text description 268 with various content,Comment 268: Some feedback about the product or service,2025-04-10,2025-06-20 01:26:47,True,True
66,,61.29001608619492,169.45191365082522,43.99924206917629,B,Los Angeles,High School,This is sample text description 269 with various content,Comment 269: Some feedback about the product or service,2024-08-22,2025-07-05 01:26:47,True,False
75,70799.8487965966,22.614705158994074,165.25820843420354,39.026718069296706,B,New York,Master,This is sample text description 270 with various content,Comment 270: Some feedback about the product or service,2025-06-07,2025-06-23 01:26:47,True,False
69,29987.59438854119,84.69187280885599,183.25964674285234,40.761530752521026,B,Chicago,PhD,This is sample text description 271 with various content,Comment 271: Some feedback about the product or service,2025-06-14,2025-06-14 01:26:47,False,False
29,98596.95457307938,42.86305469704757,153.23091526030746,79.67753688059227,D,Los Angeles,High School,This is sample text description 272 with various content,Comment 272: Some feedback about the product or service,2024-08-19,2025-06-25 01:26:47,True,False
79,88994.6519120246,14.095962752176927,170.9254061549362,81.17487129421123,C,Houston,Bachelor,This is sample text description 273 with various content,Comment 273: Some feedback about the product or service,2024-09-24,2025-06-15 01:26:47,True,True
56,38724.6711575393,66.41879145054173,166.06390562651407,56.14999083446818,A,Chicago,Bachelor,This is sample text description 274 with various content,Comment 274: Some feedback about the product or service,2025-05-19,2025-06-28 01:26:47,True,True
19,-21364.105987197647,21.60904531853075,184.6979892627729,77.48890047074198,B,Phoenix,PhD,This is sample text description 275 with various content,Comment 275: Some feedback about the product or service,2025-07-01,2025-06-11 01:26:47,True,True
20,42869.35820111847,9.756251023929973,175.9765264635325,72.38315681486729,B,Los Angeles,,This is sample text description 276 with various content,Comment 276: Some feedback about the product or service,2024-10-29,2025-06-28 01:26:47,True,True
66,54765.92524242897,86.19869084042723,164.14184340742264,64.49095439718673,C,Phoenix,High School,This is sample text description 277 with various content,Comment 277: Some feedback about the product or service,2025-01-24,2025-06-12 01:26:47,False,False
54,38645.61930448619,46.016226448843966,178.53386443329083,84.5529524002795,B,Phoenix,High School,This is sample text description 278 with various content,Comment 278: Some feedback about the product or service,2024-12-16,2025-06-08 01:26:47,True,False
66,45569.55806630566,74.92837126957764,166.11171146691427,51.925965981579424,B,Phoenix,Bachelor,This is sample text description 279 with various content,Comment 279: Some feedback about the product or service,2025-03-27,2025-06-22 01:26:47,False,True
73,33426.83927324411,29.05875598063551,179.99329711239753,87.21308820390843,D,New York,PhD,This is sample text description 280 with various content,Comment 280: Some feedback about the product or service,2025-04-26,2025-06-23 01:26:47,True,False
34,68432.69436707695,78.69701349176663,167.62923009114422,59.07217668978471,A,Phoenix,High School,This is sample text description 281 with various content,Comment 281: Some feedback about the product or service,2025-01-24,2025-07-03 01:26:47,True,False
76,51272.664807371104,11.193592702153033,180.54666578768763,96.72305022950567,A,Houston,Bachelor,This is sample text description 282 with various content,Comment 282: Some feedback about the product or service,2025-01-14,2025-07-02 01:26:47,False,True
66,69030.28125885908,35.597337379485275,174.3608195512725,54.920409647778,B,Houston,PhD,This is sample text description 283 with various content,Comment 283: Some feedback about the product or service,2025-02-15,2025-06-09 01:26:47,True,True
19,74444.06692415875,97.80618179735285,202.60491080691423,64.72641882099809,A,Chicago,Bachelor,This is sample text description 284 with various content,Comment 284: Some feedback about the product or service,2025-02-18,2025-06-16 01:26:47,True,False
19,6513.528718267058,79.39897163680061,169.47103994583995,70.8788070631353,A,Phoenix,Master,This is sample text description 285 with various content,Comment 285: Some feedback about the product or service,2025-05-01,2025-06-21 01:26:47,False,False
45,345895.5578331794,49.72559303146882,173.8286229162145,70.78477821733725,A,Phoenix,PhD,This is sample text description 286 with various content,Comment 286: Some feedback about the product or service,2024-12-20,2025-06-21 01:26:47,True,False
71,37519.41412718913,33.97774715618851,165.2057525828407,77.36242750927143,B,Los Angeles,High School,This is sample text description 287 with various content,Comment 287: Some feedback about the product or service,2024-08-12,2025-06-06 01:26:47,False,True
40,101427.44719377566,87.21357000224765,170.02685340754778,50.714763726299836,C,New York,High School,This is sample text description 288 with various content,Comment 288: Some feedback about the product or service,2024-11-20,2025-06-09 01:26:47,True,False
54,52980.107338006484,54.48477590845157,142.9816486585056,69.44031387630048,B,Chicago,Master,This is sample text description 289 with various content,Comment 289: Some feedback about the product or service,2024-09-28,2025-06-15 01:26:47,True,True
49,66251.21192726129,75.84250178691111,174.65584016541032,72.07197559604082,B,Phoenix,PhD,This is sample text description 290 with various content,Comment 290: Some feedback about the product or service,2025-01-15,2025-06-23 01:26:47,True,True
50,12386.164614509777,75.4107680316164,183.4287421294941,62.083926639578095,A,Los Angeles,Bachelor,This is sample text description 291 with various content,Comment 291: Some feedback about the product or service,2024-08-24,2025-06-27 01:26:47,False,False
18,52864.30904995043,1.794567856849183,173.96630004599353,76.06087926189126,C,New York,High School,This is sample text description 292 with various content,Comment 292: Some feedback about the product or service,2025-05-27,2025-06-08 01:26:47,True,True
36,69565.85964232514,12.625378279261346,156.8613854202262,49.804451297683286,C,Chicago,Master,This is sample text description 293 with various content,Comment 293: Some feedback about the product or service,2025-06-29,2025-06-11 01:26:47,False,True
79,67239.30170120312,65.96293663947422,161.98212847290998,65.10319166423974,B,Chicago,Master,This is sample text description 294 with various content,Comment 294: Some feedback about the product or service,2025-01-13,2025-06-26 01:26:47,False,True
19,62467.98877832703,16.161981128587144,145.69807872843728,58.70223813394501,A,Phoenix,PhD,This is sample text description 295 with various content,Comment 295: Some feedback about the product or service,2025-02-05,2025-06-07 01:26:47,True,True
70,50260.01012990251,25.54933446556047,179.78924006865424,65.14853605676471,A,Chicago,PhD,This is sample text description 296 with various content,Comment 296: Some feedback about the product or service,2024-12-07,2025-06-24 01:26:47,True,False
61,51231.37241250902,94.66379541996072,159.93486707290418,91.70553189881805,A,Los Angeles,High School,This is sample text description 297 with various content,Comment 297: Some feedback about the product or service,2024-09-07,2025-06-22 01:26:47,True,False
43,16134.676505804207,56.01822583749119,169.71291409787773,91.996835892361,B,Chicago,Master,This is sample text description 298 with various content,Comment 298: Some feedback about the product or service,2025-04-11,2025-07-05 01:26:47,True,True
49,31989.342296257128,75.07295069993472,168.4626242767278,89.05624690871831,C,Houston,Bachelor,This is sample text description 299 with various content,Comment 299: Some feedback about the product or service,2024-10-26,2025-06-22 01:26:47,True,True
23,54618.87912776327,55.798073878263985,184.87727035658267,63.06614079878723,C,Los Angeles,Master,This is sample text description 300 with various content,Comment 300: Some feedback about the product or service,2025-06-15,2025-06-22 01:26:47,True,True
49,35680.48386147589,55.25136147827252,170.85281317965737,83.6142741520031,B,New York,Bachelor,This is sample text description 301 with various content,Comment 301: Some feedback about the product or service,2024-10-22,2025-06-28 01:26:47,False,False
72,63776.764940655696,9.41519101256979,178.0889292010601,71.68543190388706,C,New York,Bachelor,This is sample text description 302 with various content,Comment 302: Some feedback about the product or service,2025-06-03,2025-06-20 01:26:47,False,True
21,59335.651005297244,34.3663192609103,175.46463764147663,70.68384555254512,D,Phoenix,High School,This is sample text description 303 with various content,Comment 303: Some feedback about the product or service,2024-10-19,2025-06-22 01:26:47,False,False
72,77347.40509443988,28.24308986865117,183.59411419961398,68.83957978571246,A,Phoenix,Master,This is sample text description 304 with various content,Comment 304: Some feedback about the product or service,2024-11-14,2025-07-05 01:26:47,False,True
28,691650.7652305142,39.07283656136132,167.6087630549704,96.37626786068688,A,Houston,Bachelor,This is sample text description 305 with various content,Comment 305: Some feedback about the product or service,2025-07-03,2025-06-20 01:26:47,True,True
73,54545.22818269136,79.83441882243282,188.69615330504516,90.48757908334696,D,New York,PhD,This is sample text description 306 with various content,Comment 306: Some feedback about the product or service,2024-07-24,2025-06-18 01:26:47,True,False
76,64959.608681238315,37.19326679168648,150.14337843600686,81.17344627670646,A,New York,Bachelor,This is sample text description 307 with various content,Comment 307: Some feedback about the product or service,2024-09-01,2025-06-29 01:26:47,False,False
34,70102.04324599312,45.16968192316827,178.57473498001235,67.4454855173406,D,New York,,This is sample text description 308 with various content,Comment 308: Some feedback about the product or service,2024-11-21,2025-06-21 01:26:47,True,True
55,39851.25428184035,39.73813904853165,161.33380391335868,70.59341137381843,D,New York,PhD,This is sample text description 309 with various content,Comment 309: Some feedback about the product or service,2024-09-25,2025-06-12 01:26:47,False,False
41,43413.38003360396,9.340797197529561,165.07250447220048,77.95849906806602,B,Chicago,Master,This is sample text description 310 with various content,Comment 310: Some feedback about the product or service,2025-04-27,2025-06-19 01:26:47,True,False
22,48063.47925213179,44.10721582507837,175.69414266901035,62.17586632218966,C,Los Angeles,PhD,This is sample text description 311 with various content,Comment 311: Some feedback about the product or service,2024-08-27,2025-06-17 01:26:47,True,False
69,40489.38911671301,19.560927304451504,175.61402049847743,84.07473573946756,C,Los Angeles,Bachelor,This is sample text description 312 with various content,Comment 312: Some feedback about the product or service,2024-07-07,2025-06-13 01:26:47,False,False
51,,18.672329577304147,176.06428013690072,56.1813233283564,B,Houston,PhD,This is sample text description 313 with various content,Comment 313: Some feedback about the product or service,2024-10-25,2025-06-23 01:26:47,False,False
23,37453.78916645392,9.403610443426636,156.13842055894762,75.87765531996108,A,Chicago,Master,This is sample text description 314 with various content,Comment 314: Some feedback about the product or service,2025-02-12,2025-06-27 01:26:47,True,False
39,75033.02942799649,35.667097414176475,184.4903023127924,35.654266753110555,A,New York,High School,This is sample text description 315 with various content,Comment 315: Some feedback about the product or service,2025-06-12,2025-06-12 01:26:47,False,True
28,42660.53602239235,75.74818847894174,160.99352881772325,61.74072210096805,A,New York,Bachelor,This is sample text description 316 with various content,Comment 316: Some feedback about the product or service,2024-11-14,2025-06-12 01:26:47,True,False
65,59447.93285678716,27.644169058339607,162.327129097748,101.16515699379165,B,Phoenix,Bachelor,This is sample text description 317 with various content,Comment 317: Some feedback about the product or service,2024-08-07,2025-06-21 01:26:47,True,False
33,53328.302975257764,31.234910188551357,176.37896738166828,85.54287241587866,A,Phoenix,Master,This is sample text description 318 with various content,Comment 318: Some feedback about the product or service,2025-01-12,2025-06-11 01:26:47,False,True
50,,64.26746576724236,167.1327882523876,93.03202674901786,A,Houston,Master,This is sample text description 319 with various content,Comment 319: Some feedback about the product or service,2024-08-08,2025-06-10 01:26:47,True,True
26,49602.20541018419,19.58408125869189,173.0826084056249,59.99038498968427,A,New York,Master,This is sample text description 320 with various content,Comment 320: Some feedback about the product or service,2024-08-15,2025-07-03 01:26:47,True,True
77,,89.69579304235343,148.43399303367212,71.55659255200653,C,Houston,Master,This is sample text description 321 with various content,Comment 321: Some feedback about the product or service,2024-07-14,2025-06-12 01:26:47,True,False
76,48714.14625779004,52.01905232515544,172.84324449519232,89.22988379641457,D,Chicago,Bachelor,This is sample text description 322 with various content,Comment 322: Some feedback about the product or service,2025-01-28,2025-07-05 01:26:47,True,False
23,23145.868829874318,44.7602940320217,172.17831879512215,79.49642402058066,D,Los Angeles,High School,This is sample text description 323 with various content,Comment 323: Some feedback about the product or service,2024-07-23,2025-06-20 01:26:47,True,False
33,84028.58487052342,55.78201919292014,164.90141462235718,77.62848816037479,B,New York,PhD,This is sample text description 324 with various content,Comment 324: Some feedback about the product or service,2024-07-23,2025-06-28 01:26:47,True,True
46,51753.98965723472,16.603431341619547,149.2592404023521,94.45872955495093,C,Chicago,PhD,This is sample text description 325 with various content,Comment 325: Some feedback about the product or service,2024-09-23,2025-06-07 01:26:47,True,False
20,34113.948496729565,61.34731386391763,167.87191738518396,54.39317551579108,C,New York,High School,This is sample text description 326 with various content,Comment 326: Some feedback about the product or service,2025-06-18,2025-06-13 01:26:47,False,False
37,82415.36046934548,36.31007366340104,169.62626140201388,67.23642940831745,B,Phoenix,High School,This is sample text description 327 with various content,Comment 327: Some feedback about the product or service,2025-05-23,2025-06-23 01:26:47,True,True
77,62347.7961944065,89.7186340964619,166.32771009669506,43.68871655995969,B,Houston,High School,This is sample text description 328 with various content,Comment 328: Some feedback about the product or service,2025-02-01,2025-06-28 01:26:47,False,False
76,25996.600071967816,16.885420667768614,151.63825535567503,53.573409220965985,A,Phoenix,Master,This is sample text description 329 with various content,Comment 329: Some feedback about the product or service,2024-07-16,2025-06-19 01:26:47,True,False
53,29110.10507200243,50.705110386544106,185.94734007316916,86.11278088268456,D,Los Angeles,,This is sample text description 330 with various content,Comment 330: Some feedback about the product or service,2024-11-17,2025-06-14 01:26:47,True,False
36,45552.10560224315,59.8112629369018,163.61138472055626,56.23976100711815,A,Phoenix,Bachelor,This is sample text description 331 with various content,Comment 331: Some feedback about the product or service,2024-08-24,2025-06-13 01:26:47,True,False
43,55946.13957699645,3.3383601786381223,167.777953370771,81.03286381187645,B,New York,Bachelor,This is sample text description 332 with various content,Comment 332: Some feedback about the product or service,2024-11-23,2025-06-22 01:26:47,True,False
20,62455.99662927844,36.369312475614024,145.9052567878171,94.87727562952121,B,Phoenix,Master,This is sample text description 333 with various content,Comment 333: Some feedback about the product or service,2024-12-01,2025-06-09 01:26:47,True,True
36,69003.56959057135,73.26352347008329,185.94855348698206,67.33092737512092,A,New York,Bachelor,This is sample text description 334 with various content,Comment 334: Some feedback about the product or service,2025-05-11,2025-06-15 01:26:47,True,False
37,60791.448128002856,82.03775074489734,165.33450068265944,77.7979515969972,A,Los Angeles,Master,This is sample text description 335 with various content,Comment 335: Some feedback about the product or service,2025-06-05,2025-06-06 01:26:47,True,True
49,76934.91957281991,31.316199481728233,170.984628170742,81.1496819431438,B,Phoenix,Bachelor,This is sample text description 336 with various content,Comment 336: Some feedback about the product or service,2024-07-14,2025-06-15 01:26:47,True,True
24,52535.863193609395,79.85932723827513,181.20737444816652,51.677574054001525,A,Houston,High School,This is sample text description 337 with various content,Comment 337: Some feedback about the product or service,2025-05-08,2025-06-29 01:26:47,True,True
69,34807.212390435554,96.77558771033888,163.23695795283373,60.753214820484295,C,Houston,PhD,This is sample text description 338 with various content,Comment 338: Some feedback about the product or service,2024-07-18,2025-06-09 01:26:47,True,False
58,49932.98260682053,85.6873936075094,179.63244987386545,54.945081824922966,B,Houston,PhD,This is sample text description 339 with various content,Comment 339: Some feedback about the product or service,2024-11-13,2025-06-21 01:26:47,True,False
50,48620.38679308416,11.76439881593252,149.38674544058858,61.94915334875457,B,Phoenix,Master,This is sample text description 340 with various content,Comment 340: Some feedback about the product or service,2025-03-21,2025-06-20 01:26:47,False,True
57,-1564.3085932498361,73.97303320855406,175.50986657571315,80.74166047121649,B,Phoenix,Bachelor,This is sample text description 341 with various content,Comment 341: Some feedback about the product or service,2024-12-27,2025-06-17 01:26:47,True,True
56,38772.66281808683,31.966683244054472,185.72242166519652,61.072049035865625,B,Phoenix,PhD,This is sample text description 342 with various content,Comment 342: Some feedback about the product or service,2025-06-18,2025-06-30 01:26:47,True,False
35,56284.07465900901,98.84159894120765,164.1958315278197,69.47270159602274,B,New York,High School,This is sample text description 343 with various content,Comment 343: Some feedback about the product or service,2024-11-22,2025-06-13 01:26:47,True,False
57,,48.53589831598871,181.188816202984,54.36307574603147,B,Los Angeles,High School,This is sample text description 344 with various content,Comment 344: Some feedback about the product or service,2025-01-20,2025-07-05 01:26:47,False,False
18,37075.812763540016,12.243389835894103,188.33922652193783,88.39633246800554,C,Houston,High School,This is sample text description 345 with various content,Comment 345: Some feedback about the product or service,2025-04-26,2025-06-24 01:26:47,True,False
28,68227.52391609128,72.51855480273908,167.4515816194598,61.82335014664994,C,New York,Master,This is sample text description 346 with various content,Comment 346: Some feedback about the product or service,2024-07-09,2025-06-18 01:26:47,False,False
45,31669.08350449121,32.30111983862138,166.62471714150138,92.8447082786493,C,Houston,Master,This is sample text description 347 with various content,Comment 347: Some feedback about the product or service,2025-05-13,2025-06-20 01:26:47,True,True
74,64232.45300941646,99.70781570816617,161.01706254167695,70.91393640774041,A,New York,Bachelor,This is sample text description 348 with various content,Comment 348: Some feedback about the product or service,2024-11-03,2025-06-24 01:26:47,False,False
42,23345.110584234306,97.97824578545219,164.90269844814867,48.89500633055381,B,Phoenix,High School,This is sample text description 349 with various content,Comment 349: Some feedback about the product or service,2024-07-21,2025-06-16 01:26:47,False,True
67,105215.23871452367,65.61340180205806,161.8464010972738,67.43459880181564,D,Houston,Bachelor,This is sample text description 350 with various content,Comment 350: Some feedback about the product or service,2025-04-21,2025-06-23 01:26:47,False,False
40,456862.8946197486,12.982644895171758,161.00888901572773,54.058347588007535,A,Phoenix,Bachelor,This is sample text description 351 with various content,Comment 351: Some feedback about the product or service,2025-06-01,2025-06-28 01:26:47,True,True
48,43534.694214078874,68.68609976750291,181.98835296711357,78.8402406606723,A,Houston,High School,This is sample text description 352 with various content,Comment 352: Some feedback about the product or service,2024-10-12,2025-06-09 01:26:47,True,False
47,,9.30304864600272,162.10073974711742,66.079558265097,B,Chicago,Bachelor,This is sample text description 353 with various content,Comment 353: Some feedback about the product or service,2024-08-23,2025-06-07 01:26:47,True,False
59,41625.90318387102,2.9364159102392318,172.58521914719623,72.44815382541032,A,New York,PhD,This is sample text description 354 with various content,Comment 354: Some feedback about the product or service,2024-09-09,2025-06-06 01:26:47,True,False
52,79098.55616651333,82.2958446221486,170.3823343521624,64.45970334930156,A,Chicago,Master,This is sample text description 355 with various content,Comment 355: Some feedback about the product or service,2025-03-07,2025-06-10 01:26:47,False,True
24,57431.87660973053,20.975294768368137,184.98094562571123,61.66986544205012,D,New York,Bachelor,This is sample text description 356 with various content,Comment 356: Some feedback about the product or service,2024-08-16,2025-06-14 01:26:47,True,False
77,47632.04198907541,37.90271262190974,164.96843767944986,55.39566985576559,B,Los Angeles,High School,This is sample text description 357 with various content,Comment 357: Some feedback about the product or service,2025-06-11,2025-07-05 01:26:47,True,True
33,,97.34573899761732,173.81148046654323,82.54334405232294,A,Houston,Master,This is sample text description 358 with various content,Comment 358: Some feedback about the product or service,2025-01-27,2025-06-10 01:26:47,True,True
43,74151.84340860523,33.684050186110326,177.9106970227611,67.40270347300454,D,Los Angeles,Master,This is sample text description 359 with various content,Comment 359: Some feedback about the product or service,2025-04-13,2025-06-15 01:26:47,True,True
65,54609.74429207006,29.648978128331528,184.89749607320582,65.27963659452423,D,Los Angeles,Bachelor,This is sample text description 360 with various content,Comment 360: Some feedback about the product or service,2025-03-14,2025-06-29 01:26:47,True,False
74,,91.82079996227752,164.82246654954733,67.02679152336759,B,New York,,This is sample text description 361 with various content,Comment 361: Some feedback about the product or service,2024-11-25,2025-06-21 01:26:47,False,False
69,,11.074844531895812,163.8210753126762,59.81707309771338,A,Chicago,Bachelor,This is sample text description 362 with various content,Comment 362: Some feedback about the product or service,2025-01-21,2025-06-07 01:26:47,True,False
77,52658.72370445382,75.95824101146317,159.38218946039947,65.32972859835962,C,Phoenix,PhD,This is sample text description 363 with various content,Comment 363: Some feedback about the product or service,2024-12-27,2025-06-14 01:26:47,True,False
66,60397.444526999665,98.8065566652774,192.3629962084824,73.08444722040231,C,New York,Master,This is sample text description 364 with various content,Comment 364: Some feedback about the product or service,2025-01-12,2025-06-23 01:26:47,True,False
19,47633.53154638019,90.12960107746488,183.84472438180387,54.48794501414852,B,Phoenix,Bachelor,This is sample text description 365 with various content,Comment 365: Some feedback about the product or service,2025-07-05,2025-06-23 01:26:47,True,False
18,49003.82736346848,65.1667918706426,169.57798605687958,56.659720103811885,C,Los Angeles,High School,This is sample text description 366 with various content,Comment 366: Some feedback about the product or service,2024-11-19,2025-06-08 01:26:47,True,True
65,,31.406079499273197,189.31439151127057,90.6742614043401,B,Phoenix,Bachelor,This is sample text description 367 with various content,Comment 367: Some feedback about the product or service,2025-04-11,2025-06-27 01:26:47,True,True
79,55955.205018367946,25.43219811783167,168.98136605634343,64.55865200800666,A,Chicago,PhD,This is sample text description 368 with various content,Comment 368: Some feedback about the product or service,2025-05-05,2025-06-12 01:26:47,False,False
29,15609.179865755592,81.92551048714611,177.2441047143353,61.72658786613985,B,New York,PhD,This is sample text description 369 with various content,Comment 369: Some feedback about the product or service,2024-08-20,2025-06-21 01:26:47,False,False
22,55671.16141221826,87.98219139516952,170.1017190172272,49.84192591661087,A,Chicago,Bachelor,This is sample text description 370 with various content,Comment 370: Some feedback about the product or service,2024-12-12,2025-07-02 01:26:47,False,False
54,44387.67967670371,52.54349125456928,173.97805451750472,82.76016456211359,C,Chicago,PhD,This is sample text description 371 with various content,Comment 371: Some feedback about the product or service,2025-03-23,2025-06-23 01:26:47,True,False
49,57491.70218901956,24.433994078646613,172.91761442533547,54.16111279733735,B,New York,Master,This is sample text description 372 with various content,Comment 372: Some feedback about the product or service,2024-08-22,2025-06-09 01:26:47,False,True
76,29023.433318366482,11.294320841117356,165.75014626623351,69.77061008557813,A,Chicago,Bachelor,This is sample text description 373 with various content,Comment 373: Some feedback about the product or service,2024-09-18,2025-06-24 01:26:47,False,True
72,7612.85263922716,8.717946783183116,180.92498538085354,44.37722396025114,B,Houston,PhD,This is sample text description 374 with various content,Comment 374: Some feedback about the product or service,2024-10-29,2025-07-01 01:26:47,False,False
26,,71.90774473538556,177.159524176839,82.27259200546175,A,Houston,Bachelor,This is sample text description 375 with various content,Comment 375: Some feedback about the product or service,2025-06-23,2025-06-29 01:26:47,True,True
58,29081.746622858034,42.0118727847725,180.2769459350148,87.65284365427871,A,Houston,Bachelor,This is sample text description 376 with various content,Comment 376: Some feedback about the product or service,2025-01-24,2025-06-28 01:26:47,False,True
52,14388.86633579035,90.53598742778703,173.20227185499346,77.26780518217024,B,Phoenix,High School,This is sample text description 377 with various content,Comment 377: Some feedback about the product or service,2025-05-24,2025-07-01 01:26:47,False,False
36,65359.6653938914,73.96713007267637,160.93430118222867,46.98279802892055,A,Chicago,Bachelor,This is sample text description 378 with various content,Comment 378: Some feedback about the product or service,2025-03-17,2025-06-27 01:26:47,False,True
65,82024.76454284081,19.12604179145867,187.093860665577,82.58143215863846,C,New York,High School,This is sample text description 379 with various content,Comment 379: Some feedback about the product or service,2024-12-13,2025-06-22 01:26:47,True,False
33,34060.971284508996,61.377741881569904,167.37443766432574,57.58976500539471,A,New York,PhD,This is sample text description 380 with various content,Comment 380: Some feedback about the product or service,2024-10-23,2025-06-10 01:26:47,False,False
20,48484.58345557093,43.550545439815934,173.64067028568414,52.435421819175815,B,Phoenix,High School,This is sample text description 381 with various content,Comment 381: Some feedback about the product or service,2024-09-02,2025-06-24 01:26:47,False,False
37,43844.287666403754,57.72497307686131,176.3538135882227,64.2480843136352,C,New York,High School,This is sample text description 382 with various content,Comment 382: Some feedback about the product or service,2025-02-12,2025-07-02 01:26:47,True,True
41,36822.03156047594,73.80691233385171,173.57421716217618,63.949484899802655,B,Houston,High School,This is sample text description 383 with various content,Comment 383: Some feedback about the product or service,2025-02-10,2025-06-16 01:26:47,True,True
71,63274.744277760416,80.61958810037908,179.15417021230274,62.424270232295655,B,Chicago,Master,This is sample text description 384 with various content,Comment 384: Some feedback about the product or service,2024-09-08,2025-06-07 01:26:47,False,False
73,70202.82920857237,84.37373264067243,180.733779223165,89.10511371857041,D,New York,High School,This is sample text description 385 with various content,Comment 385: Some feedback about the product or service,2025-01-23,2025-06-28 01:26:47,True,True
50,32627.856214687916,25.397487457202473,167.75166496952752,100.1773899466394,A,New York,Bachelor,This is sample text description 386 with various content,Comment 386: Some feedback about the product or service,2025-01-18,2025-06-19 01:26:47,True,True
41,50895.33734189807,3.1115599917357684,186.25467341955647,49.46295193975803,A,Los Angeles,High School,This is sample text description 387 with various content,Comment 387: Some feedback about the product or service,2024-09-11,2025-06-28 01:26:47,True,True
69,75690.66067867789,73.92947351647732,167.33096445838734,59.667514085131145,B,Los Angeles,Bachelor,This is sample text description 388 with various content,Comment 388: Some feedback about the product or service,2024-11-15,2025-06-15 01:26:47,False,True
28,63780.724064299444,10.634372625577459,173.36749048880787,72.14122504067436,A,Los Angeles,High School,This is sample text description 389 with various content,Comment 389: Some feedback about the product or service,2024-10-08,2025-06-07 01:26:47,True,True
66,66753.94876800977,31.491958861296766,166.1232181639577,64.16925263594159,D,Chicago,Master,This is sample text description 390 with various content,Comment 390: Some feedback about the product or service,2025-05-07,2025-06-06 01:26:47,True,False
25,77359.70614884829,0.38171341243471435,163.2652647734921,75.99098123917774,A,Houston,PhD,This is sample text description 391 with various content,Comment 391: Some feedback about the product or service,2024-09-13,2025-06-09 01:26:47,True,True
53,77096.903447465,68.166948240162,180.44191088790865,83.73978033918692,C,Houston,High School,This is sample text description 392 with various content,Comment 392: Some feedback about the product or service,2024-11-13,2025-07-05 01:26:47,False,True
55,70572.85260606132,16.713201147122124,201.21896897426043,81.24048913405062,C,Houston,,This is sample text description 393 with various content,Comment 393: Some feedback about the product or service,2025-01-22,2025-06-16 01:26:47,True,False
57,52898.74829562361,65.52824096916582,166.38240111679684,79.14600351774749,A,Chicago,Master,This is sample text description 394 with various content,Comment 394: Some feedback about the product or service,2024-12-24,2025-07-04 01:26:47,False,False
37,42350.33965083816,99.17426171678389,182.1532157467808,94.88643281379585,B,Chicago,High School,This is sample text description 395 with various content,Comment 395: Some feedback about the product or service,2024-11-14,2025-07-02 01:26:47,False,True
79,52069.555306263705,7.267087161001628,166.74088687299806,46.16579075625836,A,Los Angeles,Bachelor,This is sample text description 396 with various content,Comment 396: Some feedback about the product or service,2025-01-04,2025-06-12 01:26:47,True,True
52,39311.86627953263,7.707801195146069,169.89515023143994,92.20163187931922,B,New York,High School,This is sample text description 397 with various content,Comment 397: Some feedback about the product or service,2024-08-07,2025-06-15 01:26:47,True,False
65,10950.262539786352,34.03800926666749,187.57583772231672,63.80512548865384,A,Phoenix,High School,This is sample text description 398 with various content,Comment 398: Some feedback about the product or service,2024-11-16,2025-07-05 01:26:47,True,False
79,44410.018683999195,86.6386514251342,159.26464714924694,81.7768783101344,D,Phoenix,PhD,This is sample text description 399 with various content,Comment 399: Some feedback about the product or service,2024-07-10,2025-06-29 01:26:47,True,False
42,57150.524876744406,21.552986879133186,156.61840931376878,54.55500657580835,D,New York,PhD,This is sample text description 400 with various content,Comment 400: Some feedback about the product or service,2025-03-21,2025-07-05 01:26:47,True,False
52,38254.61164467642,36.037781993034756,169.1280135123685,56.372554121600835,A,Los Angeles,High School,This is sample text description 401 with various content,Comment 401: Some feedback about the product or service,2024-11-25,2025-06-27 01:26:47,False,True
42,46144.40425522784,6.8505406626979575,176.63656027937674,79.93175937223042,A,New York,Master,This is sample text description 402 with various content,Comment 402: Some feedback about the product or service,2025-04-17,2025-07-03 01:26:47,False,False
46,46919.265680665354,76.31552912588894,174.6366657168088,41.06904965875232,C,New York,PhD,This is sample text description 403 with various content,Comment 403: Some feedback about the product or service,2024-11-14,2025-06-24 01:26:47,True,True
35,77137.13548437777,40.83063427594511,173.60679175692997,84.84163117432469,A,Phoenix,High School,This is sample text description 404 with various content,Comment 404: Some feedback about the product or service,2025-01-03,2025-06-17 01:26:47,True,False
63,42811.254519501956,75.92487330608428,170.34131981511578,88.89945253512383,C,Los Angeles,,This is sample text description 405 with various content,Comment 405: Some feedback about the product or service,2025-01-02,2025-06-21 01:26:47,True,False
35,77132.66764366909,90.3607844346795,177.8654002698392,72.6667728074344,B,Chicago,High School,This is sample text description 406 with various content,Comment 406: Some feedback about the product or service,2025-02-22,2025-06-14 01:26:47,True,False
19,-4249.809836959474,23.276314710128876,140.86327557955028,72.12641553367835,A,Phoenix,PhD,This is sample text description 407 with various content,Comment 407: Some feedback about the product or service,2024-11-28,2025-06-20 01:26:47,True,True
71,76957.11562658072,80.73960303399514,162.4919469491226,57.49545782637322,C,Chicago,PhD,This is sample text description 408 with various content,Comment 408: Some feedback about the product or service,2024-09-21,2025-06-26 01:26:47,False,True
